,0,1,2
476,B42194-0,SimOpt_extensive_long_2,1.0
477,B45099-0,SimOpt_int_short_0,1.0
478,B45148-0,SimOpt_extensive_long_0,1.0
479,B45149-0,SimOpt_extensive_2,1.0
480,B46028-0,SimOpt_int_0,1.0
481,B46046-0,SimOpt_int_9,1.0
482,B46064-0,SimOpt_extensive_long_18,1.0
483,B46074-2,SimOpt_extensive_18,1.0
484,B46112-0,SimOpt_extensive_long_18,1.0
485,B46152-1,SimOpt_extensive_0,1.0
486,B46161-0,SimOpt_extensive_long_0,1.0
487,B46166-0,SimOpt_extensive_0,1.0
488,B46185-0,SimOpt_extensive_long_0,1.0
489,B46195-1,SimOpt_int_0,1.0
490,B46214-0,SimOpt_extensive_1,1.0
491,B46219-0,SimOpt_no_management_0,1.0
492,B46224-0,SimOpt_int_11,1.0
493,B46225-1,SimOpt_int_0,1.0
494,B46242-0,SimOpt_int_short_0,1.0
495,B46245-1,SimOpt_int_short_0,1.0
496,B46245-2,SimOpt_int_0,1.0
497,B46251-1,SimOpt_int_short_0,1.0
498,B46257-0,SimOpt_int_0,1.0
499,B47101-0,SimOpt_extensive_9,1.0
500,B47117-0,SimOpt_extensive_18,0.9999999999999999
501,B49043-1,SimOpt_int_0,1.0
502,B49109-1,SimOpt_int_0,1.7593571905083858e-16
503,B49109-1,SimOpt_int_short_0,0.9999999999999999
504,B50031-0,SimOpt_extensive_long_1,1.0
505,B50044-0,SimOpt_int_0,0.9999999999999999
506,B50044-0,SimOpt_int_short_0,1.41400981114701e-16
507,B50047-0,SimOpt_int_short_0,1.0
508,B50057-0,SimOpt_extensive_1,1.0
509,B50077-0,SimOpt_no_management_0,1.0
510,B50081-0,SimOpt_extensive_long_0,1.0
511,B50097-0,SimOpt_int_short_0,1.0
512,B50102-0,SimOpt_extensive_0,1.0
513,B50126-0,SimOpt_extensive_15,1.0
514,B50137-2,SimOpt_extensive_long_0,1.0
515,B50159-0,SimOpt_int_short_2,1.0
516,B50189-0,SimOpt_extensive_long_0,1.0
517,B50198-0,SimOpt_extensive_long_18,1.0
518,B50233-0,SimOpt_int_short_2,1.0
519,B50255-0,SimOpt_extensive_0,1.0
520,B51018-0,SimOpt_no_management_0,1.0
521,B51081-0,SimOpt_extensive_9,1.0
522,B51084-0,SimOpt_extensive_2,1.0
523,B51126-1,SimOpt_extensive_2,0.9999999999999999
524,B51126-1,SimOpt_extensive_long_18,1.8006653625212878e-16
525,B51142-0,SimOpt_extensive_2,1.0
526,B51144-0,SimOpt_no_management_0,1.0
527,B51258-0,SimOpt_extensive_18,1.0
528,B52066-0,SimOpt_extensive_1,1.0
529,B54144-0,SimOpt_int_short_0,1.0
530,B55013-0,SimOpt_extensive_2,1.0
531,B55021-0,SimOpt_int_0,1.0
532,B55037-0,SimOpt_int_0,1.0
533,B55055-0,SimOpt_extensive_0,1.0
534,B55128-0,SimOpt_extensive_0,1.0
535,B55194-0,SimOpt_extensive_0,1.0
536,B55257-1,SimOpt_int_short_0,1.0
537,C01135-0,SimOpt_extensive_long_0,1.0
538,C01149-2,SimOpt_extensive_long_0,1.0
