,0,1,2
301,B02121-0,SimOpt_extensive_9,1.0
302,B02163-0,SimOpt_extensive_long_9,1.0000000000000002
303,B02167-0,SimOpt_extensive_long_0,1.0
304,B02175-0,SimOpt_multispecies_4,4.430123883272432e-13
305,B02175-0,SimOpt_multispecies_5,0.9999999999999999
306,B02179-0,SimOpt_int_0,1.0
307,B02195-0,SimOpt_extensive_9,1.0
308,B02201-0,SimOpt_int_short_2,1.0
309,B02204-0,SimOpt_int_short_0,4.2503078554775156e-12
310,B02204-0,SimOpt_int_short_2,1.0
311,B02207-0,SimOpt_int_0,1.0
312,B02213-0,SimOpt_int_short_0,1.0
313,B02226-0,SimOpt_int_short_0,0.9999999999999999
314,B02251-0,SimOpt_int_short_9,0.9999999999999999
315,B03164-0,SimOpt_extensive_0,1.0
316,B03167-0,SimOpt_extensive_9,1.0
317,B03168-1,SimOpt_extensive_long_9,0.9999999999999999
318,B05092-0,SimOpt_extensive_9,0.9999999999999999
319,B05094-0,SimOpt_extensive_long_0,1.0
320,B05102-0,SimOpt_int_short_0,0.9999999999999999
321,B05107-0,SimOpt_extensive_long_9,0.9999999999999999
322,B05149-0,SimOpt_extensive_9,1.0
323,B05193-0,SimOpt_extensive_2,1.0
324,B06022-1,SimOpt_int_short_0,0.9999999999999999
325,B06022-2,SimOpt_int_short_2,0.9999999999999999
326,B06022-2,SimOpt_int_short_9,8.357912090701778e-12
327,B06042-1,SimOpt_extensive_0,1.9858662898985906e-11
328,B06042-1,SimOpt_int_0,1.0
329,B06063-0,SimOpt_int_0,9.4261782635506e-13
330,B06063-0,SimOpt_int_short_5,1.0
331,B06065-0,SimOpt_int_short_0,1.0
332,B06073-0,SimOpt_extensive_0,0.9999999999999999
333,B06091-0,SimOpt_extensive_0,1.0
334,B06091-0,SimOpt_extensive_long_0,2.022096463325439e-12
335,B06093-1,SimOpt_extensive_long_0,1.0
336,B06112-0,SimOpt_int_short_0,1.0
337,B06122-0,SimOpt_int_0,1.0
338,B06124-0,SimOpt_extensive_0,1.0
339,B06124-0,SimOpt_extensive_long_9,1.101685294923394e-11
340,B06125-0,SimOpt_extensive_0,1.0
341,B06127-0,SimOpt_int_short_0,1.0
342,B06139-0,SimOpt_extensive_9,0.9999999999999999
343,B06148-0,SimOpt_extensive_9,1.0000000000000002
344,B06178-0,SimOpt_int_9,0.9999999999999999
345,B06192-0,SimOpt_extensive_long_0,1.0
346,B06228-0,SimOpt_int_short_0,1.0
347,B06252-0,SimOpt_extensive_long_0,0.9999999999999999
348,B06253-0,SimOpt_extensive_long_0,1.0
349,B06256-0,SimOpt_no_management_0,1.0
350,B07015-0,SimOpt_extensive_long_9,1.0
351,B07016-0,SimOpt_ccover_0,1.0
352,B07073-0,SimOpt_int_1,4.45485029062992e-13
353,B07073-0,SimOpt_int_short_4,1.0
354,B07074-0,SimOpt_extensive_0,1.0
355,B07084-0,SimOpt_extensive_0,2.000341046911458e-12
356,B07084-0,SimOpt_int_short_0,1.0
357,B07089-0,SimOpt_int_0,8.626099557208132e-13
358,B07089-0,SimOpt_int_short_0,1.0
359,B07111-0,SimOpt_int_short_0,1.0
360,B07131-0,SimOpt_int_short_0,1.0
361,B07141-0,SimOpt_no_management_0,1.0
362,B07146-0,SimOpt_extensive_long_0,1.0
363,B07163-1,SimOpt_int_short_0,1.0
364,B07177-0,SimOpt_extensive_long_0,1.0
365,B07226-1,SimOpt_int_0,2.9812053770929153e-12
366,B07226-1,SimOpt_int_short_0,1.0
367,B07244-0,SimOpt_extensive_long_0,1.0
368,B07254-0,SimOpt_int_9,1.0
369,B09255-0,SimOpt_int_3,1.0
370,B09255-0,SimOpt_int_4,1.473908278329984e-12
371,B09259-0,SimOpt_extensive_0,1.5479204669503363e-12
372,B09259-0,SimOpt_extensive_2,1.0
373,B10015-0,SimOpt_extensive_long_11,1.0
374,B10022-1,SimOpt_int_short_0,1.0
375,B10041-0,SimOpt_extensive_0,1.4204607771473031e-11
376,B10041-0,SimOpt_multispecies_0,0.9999999999999999
377,B10056-0,SimOpt_extensive_long_0,1.0
378,B10062-0,SimOpt_extensive_9,1.0
379,B10087-0,SimOpt_extensive_0,1.0
380,B10087-0,SimOpt_extensive_2,1.964658785377538e-12
381,B10091-0,SimOpt_extensive_long_9,1.0
382,B10115-0,SimOpt_extensive_9,1.0
383,B10139-0,SimOpt_extensive_9,1.0
